,location,bath,balcony,price,bhk,total_area_in_sqrt
518,BEML Layout,2.0,1.0,65.0,2,1194.0
519,BTM 2nd Stage,2.0,1.0,52.0,2,950.0
520,BTM 2nd Stage,3.0,2.0,170.0,3,1850.0
521,BTM 2nd Stage,2.0,2.0,80.0,2,1200.0
522,BTM 2nd Stage,2.0,2.0,70.0,2,1274.0
524,BTM 2nd Stage,2.0,1.0,48.0,2,1070.0
525,BTM 2nd Stage,2.0,2.0,80.0,2,1280.0
526,BTM 2nd Stage,2.0,2.0,70.0,2,1100.0
527,BTM 2nd Stage,2.0,2.0,58.0,2,1000.0
528,BTM 2nd Stage,2.0,2.0,55.0,2,1265.0
529,BTM 2nd Stage,3.0,3.0,220.0,3,2200.0
530,BTM 2nd Stage,4.0,1.0,325.0,3,2780.0
531,BTM 2nd Stage,2.0,2.0,56.0,2,965.0
532,BTM 2nd Stage,2.0,1.0,75.0,2,1147.0
533,BTM 2nd Stage,3.0,3.0,172.0,3,1750.0
534,BTM 2nd Stage,2.0,3.0,90.0,2,1400.0
535,BTM 2nd Stage,2.0,2.0,70.0,2,1200.0
536,BTM 2nd Stage,2.0,2.0,47.0,2,1100.0
537,BTM 2nd Stage,2.0,2.0,46.0,2,930.0
539,BTM Layout,2.0,2.0,63.0,2,1150.0
540,BTM Layout,6.0,3.0,165.0,6,3300.0
541,BTM Layout,2.0,2.0,81.0,3,1450.0
542,BTM Layout,2.0,3.0,75.0,3,1776.0
543,BTM Layout,3.0,2.0,79.0,3,1458.0
544,BTM Layout,2.0,1.0,51.5,2,935.0
545,BTM Layout,2.0,1.0,46.5,2,1020.0
546,BTM Layout,3.0,2.0,112.0,3,1600.0
547,BTM Layout,2.0,1.0,75.0,3,1300.0
548,BTM Layout,2.0,2.0,78.0,3,1540.0
549,BTM Layout,1.0,1.0,20.0,1,450.0
550,BTM Layout,2.0,2.0,56.81,2,1196.0
551,BTM Layout,2.0,2.0,99.0,3,1470.0
554,Babusapalaya,2.0,2.0,66.0,3,1611.0
555,Babusapalaya,3.0,3.0,75.0,3,1675.0
556,Babusapalaya,2.0,1.0,46.0,2,1141.0
557,Babusapalaya,2.0,2.0,57.0,2,1500.0
559,Babusapalaya,2.0,3.0,45.0,2,1050.0
560,Babusapalaya,2.0,1.0,45.9,2,1141.0
562,Babusapalaya,3.0,3.0,53.0,3,1230.0
563,Babusapalaya,2.0,1.0,40.0,2,1105.0
564,Babusapalaya,2.0,3.0,65.0,3,1410.0
565,Babusapalaya,2.0,1.0,55.99,2,1450.0
566,Babusapalaya,2.0,2.0,38.0,2,1100.0
568,Babusapalaya,2.0,1.0,33.84,2,1061.0
569,Babusapalaya,2.0,1.0,38.95,2,1061.0
570,Babusapalaya,2.0,1.0,34.0,2,1061.0
571,Babusapalaya,2.0,2.0,58.0,2,1245.0
572,Badavala Nagar,2.0,2.0,94.55,3,1494.0
573,Badavala Nagar,2.0,1.0,81.0,2,1274.0
574,Badavala Nagar,3.0,2.0,115.0,3,1842.0
575,Badavala Nagar,2.0,2.0,94.55,3,1494.0
576,Badavala Nagar,2.0,1.0,81.0,2,1274.0
577,Badavala Nagar,2.0,2.0,94.55,3,1494.0
578,Badavala Nagar,3.0,2.0,115.0,3,1842.0
579,Badavala Nagar,3.0,2.0,115.0,3,1842.0
580,Badavala Nagar,3.0,2.0,115.0,3,1842.0
581,Balagere,2.0,1.0,80.9,2,1210.0
582,Balagere,2.0,1.0,72.0,2,1210.0
583,Balagere,2.0,1.0,78.5,2,1205.0
584,Balagere,1.0,0.0,41.9,1,790.5
587,Balagere,2.0,1.0,68.38,2,1020.07
588,Balagere,2.0,1.0,81.0,2,1205.47
589,Balagere,2.0,1.0,65.0,2,1007.0
591,Balagere,2.0,1.0,74.0,2,1210.0
592,Balagere,2.0,1.0,83.0,2,1210.0
593,Balagere,1.0,1.0,45.0,1,675.0
594,Balagere,1.0,1.0,43.0,1,656.0
596,Balagere,2.0,1.0,64.0,2,1012.0
597,Balagere,2.0,1.0,62.0,2,1007.0
598,Balagere,2.0,1.0,67.0,2,1007.0
599,Balagere,2.0,1.0,66.0,2,1007.0
602,Balagere,1.0,1.0,34.18,1,645.0
605,Balagere,1.0,0.0,42.295,1,790.5
606,Balagere,2.0,1.0,65.0,2,1012.0
607,Balagere,1.0,1.0,38.77,1,656.0
608,Balagere,1.0,1.0,39.0,1,645.0
609,Balagere,1.0,1.0,41.0,1,645.0
610,Balagere,2.0,1.0,82.0,2,1210.0
611,Balagere,1.0,1.0,34.77,1,656.0
612,Balagere,2.0,1.0,73.87,2,1205.0
613,Balagere,2.0,1.0,70.0,2,1012.0
614,Balagere,2.0,1.0,68.0,2,1007.0
616,Balagere,2.0,1.0,79.0,2,1205.0
617,Balagere,2.0,1.0,68.0,2,1012.0
618,"Banasawadi,",3.0,2.0,156.0,3,2312.0
620,Banashankari,2.0,2.0,37.64,2,1077.0
621,Banashankari,2.0,1.0,88.64,3,1470.0
622,Banashankari,2.0,2.0,75.0,3,1300.0
623,Banashankari,3.0,2.0,115.0,3,1800.0
624,Banashankari,2.0,1.0,63.0,2,1125.0
626,Banashankari,2.0,2.0,80.0,2,1310.0
627,Banashankari,4.0,1.0,135.0,3,2600.0
628,Banashankari,2.0,1.0,170.0,3,1900.0
629,Banashankari,2.0,3.0,75.0,2,1260.0
630,Banashankari,2.0,2.0,46.79,2,1170.0
632,Banashankari,2.0,0.0,83.0,3,1350.0
634,Banashankari,2.0,1.0,78.0,2,1330.0
635,Banashankari,2.0,1.0,78.0,3,1400.0
636,Banashankari,3.0,2.0,125.0,3,1700.0
637,Banashankari,2.0,2.0,40.79,2,1020.0
638,Banashankari,2.0,1.0,63.98,2,1600.0
639,Banashankari,2.0,1.0,36.44,2,1041.0
640,Banashankari,1.0,1.0,200.0,1,2400.0
641,Banashankari,2.0,2.0,86.0,2,1390.0
642,Banashankari,2.0,3.0,70.0,2,1460.0
643,Banashankari,2.0,1.0,60.0,2,1200.0
644,Banashankari,2.0,2.0,80.0,2,1290.0
645,Banashankari,5.0,2.0,250.0,3,2582.0
646,Banashankari,2.0,3.0,65.0,2,1186.0
647,Banashankari,3.0,2.0,101.0,3,1650.0
649,Banashankari,2.0,1.0,75.0,2,1181.0
650,Banashankari,2.0,2.0,90.0,2,1105.0
651,Banashankari,1.0,1.0,60.0,1,720.0
652,Banashankari,2.0,3.0,45.0,2,1040.0
653,Banashankari,2.0,2.0,77.0,2,1330.0
654,Banashankari,2.0,3.0,49.0,2,1200.0
655,Banashankari,2.0,2.0,67.0,2,1185.0
656,Banashankari,2.0,1.0,50.0,2,1000.0
657,Banashankari,3.0,2.0,90.75,3,1650.0
658,Banashankari,3.0,2.0,101.0,3,1650.0
659,Banashankari,2.0,2.0,80.43,2,1310.0
660,Banashankari,2.0,2.0,87.8,2,1430.0
661,Banashankari,2.0,1.0,42.83,2,1020.0
663,Banashankari,3.0,3.0,80.0,3,1540.0
664,Banashankari,2.0,1.0,35.84,2,1195.0
665,Banashankari,3.0,2.0,115.0,3,1683.0
666,Banashankari,3.0,2.0,125.0,3,1800.0
667,Banashankari,2.0,1.0,41.13,2,1175.0
668,Banashankari,2.0,2.0,89.0,3,1750.0
669,Banashankari,3.0,2.0,175.0,3,1800.0
670,Banashankari,2.0,2.0,50.75,2,1450.0
671,Banashankari,3.0,3.0,108.0,3,1770.0
672,Banashankari,3.0,2.0,125.0,3,1800.0
675,Banashankari,3.0,2.0,74.52,3,1200.0
676,Banashankari,2.0,1.0,63.0,2,1100.0
677,Banashankari,2.0,2.0,40.79,2,1020.0
678,Banashankari,2.0,3.0,75.0,2,1260.0
680,Banashankari,3.0,2.0,85.0,3,1426.0
681,Banashankari Stage II,2.0,2.0,150.0,2,1700.0
682,Banashankari Stage II,2.0,1.0,120.0,3,1500.0
683,Banashankari Stage II,2.0,2.0,110.0,2,1250.0
684,Banashankari Stage II,2.0,1.0,95.0,3,1260.0
685,Banashankari Stage II,2.0,2.0,300.0,3,2400.0
686,Banashankari Stage II,2.0,1.0,100.0,2,1400.0
687,Banashankari Stage II,3.0,2.0,425.0,5,2800.0
688,Banashankari Stage II,3.0,2.0,450.0,3,3000.0
689,Banashankari Stage II,2.0,1.0,125.0,2,1245.0
690,Banashankari Stage III,2.0,1.0,58.7,3,1305.0
691,Banashankari Stage III,2.0,3.0,58.4,2,1145.0
692,Banashankari Stage III,3.0,2.0,118.0,3,1650.0
693,Banashankari Stage III,2.0,2.0,68.0,3,1350.0
695,Banashankari Stage III,2.0,1.0,59.0,3,1305.0
696,Banashankari Stage III,2.0,1.0,60.0,3,1305.0
697,Banashankari Stage III,2.0,0.0,42.0,2,1200.0
698,Banashankari Stage III,2.0,1.0,59.0,3,1305.0
699,Banashankari Stage III,3.0,1.0,75.48,3,1480.0
700,Banashankari Stage III,2.0,1.0,59.0,3,1305.0
701,Banashankari Stage III,2.0,0.0,111.0,2,1304.0
702,Banashankari Stage III,6.0,2.0,150.0,6,3000.0
703,Banashankari Stage III,2.0,1.0,50.0,2,1085.0
704,Banashankari Stage III,2.0,2.0,100.0,3,1500.0
705,Banashankari Stage III,3.0,1.0,147.0,4,2100.0
706,Banashankari Stage III,2.0,2.0,95.0,3,1420.0
707,Banashankari Stage V,2.0,1.0,58.5,3,1300.0
708,Banashankari Stage V,2.0,2.0,49.0,3,1305.0
709,Banashankari Stage V,2.0,2.0,35.77,2,1035.0
710,Banashankari Stage V,2.0,1.0,61.0,3,1355.0
711,Banashankari Stage V,3.0,3.0,47.57,3,1510.0
712,Banashankari Stage V,3.0,2.0,51.98,3,1650.0
713,Banashankari Stage V,3.0,2.0,51.35,3,1630.0
714,Banashankari Stage V,3.0,3.0,47.57,3,1510.0
715,Banashankari Stage V,2.0,2.0,49.0,3,1315.0
716,Banashankari Stage V,3.0,2.0,48.51,3,1540.0
717,Banashankari Stage V,2.0,1.0,41.5,2,920.0
718,Banashankari Stage VI,2.0,0.0,59.935,2,1177.5
719,Banashankari Stage VI,4.0,3.0,190.0,4,4800.0
720,Banashankari Stage VI,2.0,1.0,59.0,2,1160.0
721,Banashankari Stage VI,2.0,1.0,59.47,2,1180.0
722,Banashankari Stage VI,2.0,1.0,71.73,3,1423.0
723,Banashankari Stage VI,3.0,1.0,69.46,3,1392.0
724,Banashankari Stage VI,2.0,0.0,70.385,3,1410.5
725,Banashankari Stage VI,3.0,2.0,200.0,4,4800.0
726,Banaswadi,2.0,3.0,53.0,2,1184.0
727,Banaswadi,2.0,2.0,55.0,2,1145.0
728,Banaswadi,2.0,0.0,60.0,2,1250.0
729,Banaswadi,2.0,2.0,73.0,2,1365.0
730,Banaswadi,2.0,2.0,80.0,2,1222.0
731,Banaswadi,2.0,2.0,38.0,2,870.0
732,Banaswadi,2.0,3.0,60.0,2,1200.0
734,Banaswadi,1.0,0.0,35.0,1,527.0
735,Banaswadi,2.0,2.0,73.0,2,1340.0
736,Banaswadi,2.0,2.0,52.0,2,1008.0
737,Banaswadi,2.0,2.0,57.0,2,1105.0
738,"Banaswadi,",4.0,3.0,214.0,4,3161.0
739,Banjara Layout,2.0,2.0,70.0,2,1200.0
740,Banjara Layout,4.0,0.0,140.0,3,2500.0
741,Bannerghatta,6.0,2.0,250.0,4,3012.0
742,Bannerghatta,3.0,3.0,110.0,3,1665.0
743,Bannerghatta,4.0,2.0,195.0,3,2370.0
744,Bannerghatta,2.0,1.0,66.0,2,1100.0
745,Bannerghatta,2.0,2.0,246.0,4,2895.5
746,Bannerghatta,2.0,1.0,70.0,2,1113.0
747,Bannerghatta,2.0,2.0,73.2,2,1200.0
748,Bannerghatta,2.0,1.0,87.0,2,1070.0
749,Bannerghatta,3.0,2.0,124.0,3,1776.0
750,Bannerghatta,3.0,2.0,150.0,3,1776.0
751,Bannerghatta Road,1.0,1.0,18.5,1,500.0
752,Bannerghatta Road,2.0,1.0,65.0,2,1050.0
753,Bannerghatta Road,1.0,1.0,33.32,1,595.0
754,Bannerghatta Road,3.0,2.0,95.0,3,1445.0
755,Bannerghatta Road,2.0,1.0,120.0,3,1640.0
756,Bannerghatta Road,2.0,1.0,90.0,3,1460.0
758,Bannerghatta Road,2.0,1.0,66.02,2,1179.0
759,Bannerghatta Road,2.0,0.0,58.935,2,1122.5
761,Bannerghatta Road,2.0,2.0,78.0,2,1400.0
763,Bannerghatta Road,2.0,0.0,50.0,2,1215.0
764,Bannerghatta Road,3.0,2.0,100.0,3,1654.0
765,Bannerghatta Road,2.0,0.0,55.0,2,1181.0
767,Bannerghatta Road,2.0,2.0,75.0,2,1200.0
769,Bannerghatta Road,1.0,1.0,31.83,1,595.0
770,Bannerghatta Road,2.0,1.0,51.0,2,1105.0
771,Bannerghatta Road,2.0,2.0,65.26,2,1255.0
773,Bannerghatta Road,3.0,2.0,82.0,3,1550.0
775,Bannerghatta Road,3.0,2.0,122.0,3,1650.0
776,Bannerghatta Road,2.0,1.0,55.0,2,912.0
777,Bannerghatta Road,2.0,1.0,73.0,2,1218.0
779,Bannerghatta Road,2.0,1.0,65.12,2,1115.0
781,Bannerghatta Road,3.0,2.0,100.0,3,1893.0
782,Bannerghatta Road,3.0,2.0,95.0,3,1600.0
783,Bannerghatta Road,2.0,2.0,65.0,2,1275.0
784,Bannerghatta Road,2.0,1.0,39.0,2,892.0
786,Bannerghatta Road,2.0,2.0,70.0,2,1260.0
788,Bannerghatta Road,2.0,0.0,40.0,2,1157.0
789,Bannerghatta Road,2.0,2.0,65.0,2,1150.0
791,Bannerghatta Road,2.0,0.0,39.0,2,1100.0
793,Bannerghatta Road,3.0,2.0,110.0,3,1725.0
795,Bannerghatta Road,2.0,0.0,38.0,2,950.0
796,Bannerghatta Road,2.0,1.0,80.0,2,1220.0
797,Bannerghatta Road,2.0,2.0,78.0,2,1130.0
799,Bannerghatta Road,3.0,1.0,83.22,3,1486.0
801,Bannerghatta Road,2.0,0.0,48.0,2,1015.0
802,Bannerghatta Road,2.0,1.0,61.0,2,1115.0
803,Bannerghatta Road,2.0,1.0,48.0,2,1136.0
804,Bannerghatta Road,4.0,3.0,260.0,4,2700.0
805,Bannerghatta Road,2.0,2.0,69.0,3,1200.0
806,Bannerghatta Road,2.0,1.0,76.0,3,1465.0
807,Bannerghatta Road,2.0,0.0,67.73,2,1302.5
808,Bannerghatta Road,2.0,2.0,65.0,2,1200.0
809,Bannerghatta Road,2.0,1.0,65.0,2,1240.0
810,Bannerghatta Road,3.0,1.0,125.0,3,1476.0
811,Bannerghatta Road,3.0,0.0,84.29,3,1532.5
813,Bannerghatta Road,2.0,1.0,69.0,2,1268.0
814,Bannerghatta Road,2.0,2.0,87.0,3,1450.0
815,Bannerghatta Road,5.0,2.0,195.0,4,2932.0
818,Bannerghatta Road,2.0,3.0,58.0,2,960.0
819,Bannerghatta Road,3.0,2.0,130.0,3,1750.0
820,Bannerghatta Road,2.0,1.0,73.0,2,1275.0
822,Bannerghatta Road,2.0,1.0,71.0,2,1240.0
824,Bannerghatta Road,2.0,1.0,68.0,2,1215.0
825,Bannerghatta Road,2.0,1.0,68.0,2,1215.0
826,Bannerghatta Road,3.0,1.0,115.0,3,1894.0
828,Bannerghatta Road,3.0,2.0,89.0,3,1693.0
829,Bannerghatta Road,2.0,2.0,60.16,2,1280.0
831,Bannerghatta Road,1.0,2.0,35.0,1,630.0
832,Bannerghatta Road,2.0,1.0,68.0,2,1215.0
833,Bannerghatta Road,3.0,1.0,76.18,3,1365.0
834,Bannerghatta Road,2.0,2.0,78.0,2,1115.0
835,Bannerghatta Road,3.0,0.0,79.465,3,1532.5
837,Bannerghatta Road,3.0,3.0,90.0,3,1655.0
838,Bannerghatta Road,2.0,1.0,47.39,2,1247.0
839,Bannerghatta Road,2.0,0.0,49.49,2,1237.5
840,Bannerghatta Road,3.0,1.0,94.0,3,1650.0
841,Bannerghatta Road,2.0,1.0,65.0,2,905.0
842,Bannerghatta Road,2.0,1.0,50.0,2,1000.0
843,Bannerghatta Road,3.0,3.0,120.0,4,2185.0
844,Bannerghatta Road,2.0,1.0,45.0,2,1012.0
846,Bannerghatta Road,2.0,2.0,80.0,3,1460.0
847,Bannerghatta Road,2.0,3.0,85.0,2,1340.0
848,Bannerghatta Road,3.0,2.0,125.0,3,1711.0
849,Bannerghatta Road,2.0,3.0,81.0,3,1520.0
850,Bannerghatta Road,3.0,1.0,148.0,3,2826.0
851,Bannerghatta Road,2.0,1.0,61.0,2,1115.0
852,Bannerghatta Road,2.0,2.0,47.0,2,1154.0
853,Bannerghatta Road,2.0,1.0,44.5,2,1000.0
854,Bannerghatta Road,2.0,0.0,48.0,2,1250.0
855,Bannerghatta Road,3.0,2.0,105.0,3,1640.0
857,Bannerghatta Road,2.0,1.0,44.0,2,1012.0
858,Bannerghatta Road,3.0,2.0,115.0,3,1527.0
861,Bannerghatta Road,3.0,2.0,96.0,3,1550.0
862,Bannerghatta Road,2.0,2.0,78.0,2,1200.0
863,Bannerghatta Road,3.0,1.0,125.0,3,1885.0
865,Bannerghatta Road,2.0,2.0,78.0,3,1450.0
866,Bannerghatta Road,1.0,1.0,31.2,1,700.0
869,Bannerghatta Road,2.0,1.0,58.0,2,905.0
871,Bannerghatta Road,3.0,3.0,122.0,3,1920.0
872,Bannerghatta Road,4.0,1.0,180.0,4,2400.0
874,Bannerghatta Road,2.0,2.0,45.0,2,1270.0
875,Bannerghatta Road,2.0,3.0,80.0,3,1520.0
876,Bannerghatta Road,2.0,1.0,73.0,3,1270.0
877,Bannerghatta Road,3.0,2.0,120.0,3,1846.0
879,Bannerghatta Road,2.0,0.0,61.74,2,1122.5
880,Bannerghatta Road,3.0,3.0,95.0,3,1655.0
881,Bannerghatta Road,2.0,3.0,53.0,2,1206.0
882,Bannerghatta Road,2.0,2.0,55.0,2,1150.0
883,Bannerghatta Road,2.0,1.0,65.0,2,1215.0
884,Bannerghatta Road,2.0,3.0,110.0,3,1510.0
885,Bannerghatta Road,2.0,1.0,35.0,2,1022.0
886,Bannerghatta Road,2.0,2.0,47.35,2,1246.0
887,Bannerghatta Road,2.0,1.0,85.0,3,1470.0
888,Bannerghatta Road,2.0,2.0,45.0,2,1160.0
889,Bannerghatta Road,2.0,1.0,57.0,2,970.0
890,Bannerghatta Road,3.0,1.0,142.0,3,1527.0
893,Basavangudi,2.0,2.0,105.0,2,1036.0
894,Basavangudi,4.0,3.0,260.0,4,2600.0
895,Basavangudi,2.0,2.0,160.0,3,1600.0
896,Basavangudi,2.0,2.0,145.0,2,1560.0
898,Basavangudi,3.0,2.0,195.0,3,1800.0
899,Basavangudi,2.0,3.0,93.0,2,1100.0
901,Basavangudi,2.0,1.0,103.0,2,1050.0
904,Basavangudi,2.0,3.0,124.0,2,1180.0
906,Basavangudi,2.0,3.0,120.0,2,1200.0
908,Basavangudi,3.0,2.0,250.0,4,2453.0
909,Basaveshwara Nagar,5.0,1.0,415.0,5,4500.0
910,Basaveshwara Nagar,3.0,3.0,145.0,3,1865.0
911,Basaveshwara Nagar,2.0,0.0,90.0,2,1200.0
912,Basaveshwara Nagar,4.0,1.0,310.0,5,2400.0
913,Basaveshwara Nagar,2.0,2.0,80.0,2,1200.0
914,Basaveshwara Nagar,2.0,1.0,60.0,2,900.0
915,Basaveshwara Nagar,3.0,3.0,150.0,3,1900.0
916,Basaveshwara Nagar,2.0,2.0,85.0,2,1200.0
917,Basaveshwara Nagar,2.0,1.0,70.0,2,1200.0
918,Battarahalli,2.0,1.0,65.0,2,1200.0
919,Battarahalli,3.0,2.0,89.61,3,1779.0
920,Battarahalli,2.0,1.0,50.0,2,1300.0
921,Battarahalli,3.0,2.0,97.42,3,1945.0
922,Battarahalli,3.0,2.0,100.0,3,1777.0
923,Battarahalli,2.0,3.0,43.0,2,1135.0
924,Battarahalli,2.0,2.0,45.0,2,1276.0
925,Battarahalli,3.0,2.0,94.36,3,1880.0
926,Battarahalli,2.0,1.0,62.0,2,1071.0
927,Battarahalli,2.0,1.0,43.0,2,1165.0
928,Battarahalli,2.0,2.0,82.89,2,1636.0
929,Battarahalli,3.0,2.0,90.0,3,1779.0
931,Battarahalli,2.0,2.0,38.37,2,1090.0
932,Battarahalli,3.0,2.0,104.0,3,2082.0
933,Battarahalli,3.0,2.0,103.0,3,2024.0
934,Battarahalli,2.0,1.0,49.0,2,1097.0
936,Begur,2.0,2.0,59.0,3,1419.0
937,Begur,3.0,2.0,75.0,3,1580.0
938,Begur,3.0,2.0,63.0,3,1559.0
939,Begur,2.0,2.0,47.1,3,1445.0
940,Begur,2.0,2.0,74.0,3,1475.0
941,Begur,4.0,2.0,185.0,3,3500.0
942,Begur,2.0,2.0,55.0,2,1100.0
943,Begur,2.0,3.0,65.0,2,1306.0
944,Begur,3.0,0.0,65.0,3,1304.0
945,Begur,2.0,2.0,60.0,3,1411.0
946,Begur,2.0,1.0,40.0,2,815.0
947,Begur,2.0,2.0,70.0,3,1443.0
948,Begur Road,2.0,2.0,44.0,2,1200.0
949,Begur Road,2.0,2.0,46.8,2,1200.0
950,Begur Road,2.0,2.0,44.0,2,1160.0
951,Begur Road,3.0,2.0,65.0,3,1584.0
953,Begur Road,3.0,2.0,59.76,3,1615.0
954,Begur Road,2.0,2.0,43.2,2,1200.0
955,Begur Road,2.0,2.0,44.08,2,1160.0
956,Begur Road,2.0,2.0,45.0,2,1200.0
957,Begur Road,3.0,2.0,60.0,3,1615.0
958,Begur Road,2.0,3.0,53.0,3,1410.0
959,Begur Road,2.0,2.0,37.8,2,1200.0
960,Begur Road,2.0,2.0,40.59,2,1160.0
961,Begur Road,2.0,2.0,46.62,2,1260.0
962,Begur Road,3.0,2.0,58.14,3,1600.0
964,Begur Road,2.0,3.0,70.0,3,1500.0
965,Begur Road,2.0,2.0,42.0,2,1160.0
966,Begur Road,2.0,2.0,39.06,2,1240.0
967,Begur Road,2.0,2.0,45.0,2,1200.0
968,Begur Road,2.0,3.0,55.0,3,1500.0
969,Begur Road,2.0,3.0,52.17,3,1410.0
971,Begur Road,3.0,1.0,74.4,3,1583.0
972,Begur Road,2.0,2.0,46.0,2,1170.0
973,Begur Road,2.0,2.0,42.92,2,1160.0
974,Begur Road,2.0,3.0,52.17,3,1410.0
976,Begur Road,2.0,2.0,59.76,3,1565.0
977,Begur Road,2.0,2.0,42.0,2,1160.0
979,Begur Road,2.0,3.0,53.58,3,1410.0
980,Begur Road,2.0,2.0,45.0,2,1200.0
981,Begur Road,2.0,2.0,42.6,2,1200.0
982,Begur Road,2.0,2.0,42.0,2,1160.0
983,Begur Road,2.0,3.0,42.69,2,1334.0
984,Begur Road,2.0,2.0,57.91,3,1565.0
985,Begur Road,2.0,2.0,45.6,2,1200.0
986,Begur Road,2.0,2.0,43.13,2,1215.0
987,Begur Road,2.0,2.0,36.54,2,1160.0
989,Begur Road,2.0,2.0,44.4,2,1200.0
991,Begur Road,2.0,1.0,39.69,2,1260.0
992,Begur Road,6.0,0.0,118.0,4,2464.5
993,Begur Road,2.0,2.0,44.0,2,1160.0
995,Begur Road,2.0,1.0,42.0,2,952.0
998,Begur Road,2.0,2.0,42.0,2,1200.0
999,Begur Road,2.0,2.0,45.88,2,1240.0
1000,Begur Road,3.0,0.0,50.0,3,1200.0
1002,Begur Road,2.0,2.0,44.0,2,1200.0
1004,Begur Road,2.0,2.0,42.6,2,1100.0
1005,Begur Road,2.0,2.0,57.91,3,1565.0
1006,Begur Road,2.0,2.0,44.4,2,1200.0
1007,Begur Road,2.0,2.0,36.54,2,1160.0
1008,Begur Road,2.0,1.0,43.75,2,1215.0
1009,Begur Road,2.0,2.0,44.73,2,1200.0
1010,Begur Road,2.0,2.0,42.0,2,1160.0
1011,Begur Road,2.0,3.0,54.99,3,1410.0
1012,Bellandur,3.0,1.0,103.0,3,1767.0
1013,Bellandur,2.0,3.0,66.0,2,1205.0
1014,Bellandur,2.0,1.0,76.0,2,1250.0
1015,Bellandur,2.0,2.0,50.0,2,1000.0
1016,Bellandur,2.0,1.0,74.0,2,1281.0
1017,Bellandur,2.0,2.0,40.0,2,921.0
1019,Bellandur,2.0,2.0,98.0,3,1490.0
1023,Bellandur,2.0,2.0,60.0,2,1220.0
1024,Bellandur,2.0,2.0,82.0,2,1299.0
1025,Bellandur,2.0,2.0,56.0,2,900.0
1026,Bellandur,2.0,1.0,79.0,2,1350.0
1027,Bellandur,2.0,2.0,57.0,2,1286.0
1028,Bellandur,2.0,2.0,85.0,2,1457.0
1029,Bellandur,2.0,2.0,51.0,2,1195.0
1030,Bellandur,2.0,2.0,72.0,2,1310.0
1031,Bellandur,3.0,3.0,118.0,3,1785.0
1032,Bellandur,2.0,2.0,60.0,2,1051.0
1034,Bellandur,2.0,1.0,65.0,2,1060.0
1035,Bellandur,2.0,3.0,62.0,2,1100.0
1036,Bellandur,3.0,3.0,100.0,3,1685.0
1037,Bellandur,2.0,2.0,55.0,2,982.0
1038,Bellandur,2.0,1.0,59.0,2,1205.0
1039,Bellandur,2.0,1.0,58.0,2,1063.0
1040,Bellandur,2.0,2.0,59.99,2,1201.0
1041,Bellandur,2.0,2.0,65.0,2,1325.0
1042,Bellandur,2.0,2.0,87.0,2,1281.0
1044,Bellandur,2.0,1.0,52.0,2,1200.0
1045,Bellandur,3.0,2.0,120.0,3,1785.0
1046,Bellandur,2.0,2.0,48.0,2,1088.0
1047,Bellandur,2.0,2.0,85.0,2,1310.0
1048,Bellandur,3.0,3.0,90.0,2,1465.0
1049,Bellandur,3.0,2.0,109.0,3,1767.0
1050,Bellandur,4.0,2.0,245.0,4,3600.0
1051,Bellandur,2.0,1.0,69.44,2,1150.0
1053,Bellandur,3.0,2.0,92.0,2,1410.0
1054,Bellandur,2.0,1.0,60.0,2,1015.0
1056,Bellandur,3.0,3.0,101.0,3,1685.0
1057,Bellandur,3.0,3.0,105.0,3,1735.0
1058,Bellandur,3.0,3.0,115.0,3,1685.0
1059,Bellandur,2.0,1.0,51.0,2,1049.0
1061,Bellandur,2.0,1.0,63.0,2,1211.0
1062,Bellandur,3.0,2.0,110.0,3,1717.0
1064,Bellandur,2.0,1.0,62.0,2,1200.0
1069,Bellandur,2.0,2.0,48.0,2,960.0
1070,Bellandur,1.0,1.0,40.0,1,950.0
1071,Bellandur,2.0,1.0,45.0,2,850.0
1072,Bellandur,2.0,1.0,90.0,2,1454.0
1074,Bellandur,2.0,1.0,52.0,2,1195.0
1076,Bellandur,2.0,2.0,83.5,2,1260.0
1077,Bellandur,3.0,2.0,90.0,3,1535.0
1078,"Bellandur,",4.0,3.0,206.0,4,3160.0
1079,Benson Town,4.0,2.0,350.0,3,3200.0
1080,Benson Town,5.0,2.0,650.0,4,4460.0
1081,Benson Town,4.0,3.0,470.0,3,2850.0
1082,Benson Town,6.0,2.0,550.0,4,3633.0
1083,Benson Town,4.0,1.0,600.0,4,3569.0
1084,Benson Town,2.0,1.0,270.0,2,1688.12
1085,Benson Town,3.0,2.0,280.0,3,1805.0
1086,Benson Town,2.0,0.0,280.0,2,1688.0
1087,Bharathi Nagar,2.0,2.0,68.0,2,1322.0
1088,Bharathi Nagar,2.0,2.0,70.0,2,1351.0
1089,Bharathi Nagar,2.0,2.0,59.0,2,1384.0
1090,Bharathi Nagar,2.0,2.0,74.0,2,1351.0
1091,Bharathi Nagar,2.0,2.0,68.0,2,1432.0
1093,Bharathi Nagar,2.0,2.0,56.7,2,1349.0
1094,Bharathi Nagar,2.0,2.0,69.0,2,1328.0
1095,Bharathi Nagar,2.0,2.0,55.86,2,1300.0
1096,Bhoganhalli,3.0,1.0,99.0,3,1670.0
1099,Bhoganhalli,2.0,1.0,75.97,2,1444.0
1100,Bhoganhalli,2.0,1.0,75.97,2,1447.0
1101,Bhoganhalli,2.0,1.0,75.97,2,1447.0
1106,Bhoganhalli,3.0,2.0,127.0,3,1760.0
